d16a1ee8-9f4c-409c-a1f6-f6aaf9ac0fcd,TRUE,datalake_prod,null,470,83,Optum Payment Integrity,root.aalbdplt_q1,datalake_prod:root.aalbdplt_q1,aalbdplt
d16a1ee8-9f4c-409c-a1f6-f6aaf9ac0fc2,TRUE,datalake_prod,null,187,30,ACC,root.acc_priority_q1,datalake_prod:root.acc_priority_q1,analytics_capability
